S.No.,District,Block,Panchayat,Village id,Village,House Holds,House Connection
464,Bhandara,Pauni,Khairi (diwan),256179,Khairi (diwan),395,395
465,Bhandara,Pauni,Khambadi,256171,Borgaon (khambadi),68,4
466,Bhandara,Pauni,Khambadi,256170,Khambadi,168,117
467,Bhandara,Pauni,Khapari (korambhi),256206,Khapari (korambhi),165,165
468,Bhandara,Pauni,Khatkheda,256223,Khatkheda,247,247
469,Bhandara,Pauni,Khatkheda,256224,Nandikheda,77,60
470,Bhandara,Pauni,Kodurli,256213,Kodurli (pawani),409,409
471,Bhandara,Pauni,Kondha,256141,Kondha,1168,1168
472,Bhandara,Pauni,Korambi,256204,Khaksi,15,15
473,Bhandara,Pauni,Korambi,256203,Korambhi (khapri),222,177
474,Bhandara,Pauni,Korambi,593073,Mujbi,4,0
475,Bhandara,Pauni,Korambi,256205,Thana (korambi),27,13
476,Bhandara,Pauni,Kosara,256142,Kosara,719,684
477,Bhandara,Pauni,Kosara,256143,Nirgudi,40,3
478,Bhandara,Pauni,Kurza,256209,Kurza,461,456
479,Bhandara,Pauni,Lonara,256212,Lonhara,373,224
480,Bhandara,Pauni,Malchi (punarvasan),256148,Malchi,75,54
481,Bhandara,Pauni,Malchi (punarvasan),256149,Pendhari,50,1
482,Bhandara,Pauni,Mangali,256186,Mangali (chauras),760,730
483,Bhandara,Pauni,Mendha (punrvasan),256151,Mendha (punarvasan),192,192
484,Bhandara,Pauni,Mendhegaon,256233,Khapari (bhugar),62,62
485,Bhandara,Pauni,Mendhegaon,256232,Mendhegaon,215,215
486,Bhandara,Pauni,Minsi,256132,Bhikarminsi,33,33
487,Bhandara,Pauni,Minsi,256131,Minsi,305,299
488,Bhandara,Pauni,Minsi,256133,Pannasi,25,5
489,Bhandara,Pauni,Mohari,256191,Lawadi,94,50
490,Bhandara,Pauni,Mohari,256190,Mohari,322,322
491,Bhandara,Pauni,Mokhara,256211,Mokhara,174,103
492,Bhandara,Pauni,Navegaon(palepar),256144,Nevegaon Alias Palepar,179,179
493,Bhandara,Pauni,Nerala,256128,Nerala,686,666
494,Bhandara,Pauni,Nighavi,256172,Nighavi,285,285
495,Bhandara,Pauni,Nilaj,256235,Kotalpar,14,6
496,Bhandara,Pauni,Nilaj,256234,Nilaj (amgaon),341,327
497,Bhandara,Pauni,Nilaj,256236,Ranala Alias Ahnapurna,30,1
498,Bhandara,Pauni,Nishti,256241,Nishti,344,344
499,Bhandara,Pauni,Nishti,256243,Thanegaon,44,13
500,Bhandara,Pauni,Nishti,256242,Waigaon,127,113
501,Bhandara,Pauni,Pahungaon,593072,Jogikheda (hamesha),1,0
502,Bhandara,Pauni,Pahungaon,593071,Jogikheda(rithi),1,0
503,Bhandara,Pauni,Pahungaon,256202,Kawadsi (parsodi),35,6
504,Bhandara,Pauni,Pahungaon,256200,Pahungaon,281,281
505,Bhandara,Pauni,Palora,256165,Palora (chauras),417,417
506,Bhandara,Pauni,Parsodi,256199,Gaidongari,91,91
507,Bhandara,Pauni,Parsodi,256198,Mahalgaon (parsodi),34,13
508,Bhandara,Pauni,Parsodi,256197,Parsodi (gaidongri),120,120
509,Bhandara,Pauni,Pathari,256147,Pathari (chichal),400,352
510,Bhandara,Pauni,Pauna Buj,256193,Pauna Bk.,253,253
511,Bhandara,Pauni,Pauna Kh.,256189,Visapur,124,124
512,Bhandara,Pauni,Pauna Kh.,256188,Pauna Kh.,311,227
513,Bhandara,Pauni,Pilandri,256140,Kodurli,65,65
514,Bhandara,Pauni,Pilandri,256139,Pilandri,330,314
515,Bhandara,Pauni,Pimpalgaon,256166,Pimpalgaon (nipani),448,448
516,Bhandara,Pauni,Ranala,256169,Khairi (telota),137,137
517,Bhandara,Pauni,Ranala,256168,Ranala,189,189
518,Bhandara,Pauni,Ranala,593075,Thana (navegal),1,1
519,Bhandara,Pauni,Ruyad,256196,Ruyad,326,304
520,Bhandara,Pauni,Saundal,256159,Khapari (saundad),53,53
521,Bhandara,Pauni,Saundal,256157,Saundal,189,189
522,Bhandara,Pauni,Saundal,256158,Surbodi,128,1
523,Bhandara,Pauni,Sawarla,256216,Savarla,834,635
524,Bhandara,Pauni,Sawarla,256217,Vilam,96,61
525,Bhandara,Pauni,Sedi Somnala,256227,Khokari Dhorap,126,126
526,Bhandara,Pauni,Sedi Somnala,256225,Sedisomnala,265,264
527,Bhandara,Pauni,Sedi Somnala,256226,Shivnala (gondi),62,1
528,Bhandara,Pauni,Sendri Bk.,256195,Sendri Bk.,350,348
529,Bhandara,Pauni,Sendri Kh.,256167,Sendri Kh.,270,264
530,Bhandara,Pauni,Shivnala Chouras,256185,Shivnala (walani),422,422
531,Bhandara,Pauni,Sindpuri,256207,Sindpuri (pauni),137,137
532,Bhandara,Pauni,Sirsala,256215,Sirsala,190,144
533,Bhandara,Pauni,Somanala Bk.,256155,Somanala Bk.,297,297
534,Bhandara,Pauni,Sonegaon,256145,Sonegaon (virli),320,320
535,Bhandara,Pauni,Tirri,256130,Segaon,38,38
536,Bhandara,Pauni,Tirri,256129,Tirri,402,402
537,Bhandara,Pauni,Umari,256194,Umari (visapur),191,191
538,Bhandara,Pauni,Umari(adyal),256137,Umari (adyal),301,276
539,Bhandara,Pauni,Virli Khandar,256177,Virali(Khandar),402,402
540,Bhandara,Pauni,Wahi,256245,Garadapur,100,31
541,Bhandara,Pauni,Wahi,256247,Naigaon,55,55
542,Bhandara,Pauni,Wahi,256246,Nimgaon (avalgaon),55,55
543,Bhandara,Pauni,Wahi,256244,Wahi,308,131
544,Bhandara,Pauni,Walani,256183,Walani,650,650
545,Bhandara,Pauni,Wasela,256154,Wasela,246,246
546,Bhandara,Sakoli,Amgaon (bk.),256387,Amgaon bk.,188,188
547,Bhandara,Sakoli,Bamhani,604221,Bamhani,255,182
548,Bhandara,Sakoli,Bampewada,256352,Bampewada,648,290
549,Bhandara,Sakoli,Baradkinhi,256392,Baradkinhi,141,141
550,Bhandara,Sakoli,Baradkinhi,256394,Kitadi,52,52
551,Bhandara,Sakoli,Bodra,256369,Bodra,542,335
552,Bhandara,Sakoli,Bolde,256407,Bolde,294,294
553,Bhandara,Sakoli,Bolde,256408,Salai Bk.,220,220
554,Bhandara,Sakoli,Bonde,256395,Bonde,252,252
555,Bhandara,Sakoli,Borgaon,256361,Borgaon,177,137
556,Bhandara,Sakoli,Chandori,256346,Chandori,631,631
557,Bhandara,Sakoli,Chandori,256347,Makkitola,42,42
558,Bhandara,Sakoli,Chargaon,256388,Chargaon,236,236
559,Bhandara,Sakoli,Chargaon,256389,Sundari,135,135
560,Bhandara,Sakoli,Dharmapuri,256383,Dharmapuri,310,188
561,Bhandara,Sakoli,Dharmapuri,256384,Gadkumbhali,212,132
562,Bhandara,Sakoli,Ghanod,256345,Ghanod,570,482
563,Bhandara,Sakoli,Girola,256393,Girola,214,214
564,Bhandara,Sakoli,Gondumari,256400,Gondumari,730,730
565,Bhandara,Sakoli,Gudhari,256366,Chichgaon,117,117
566,Bhandara,Sakoli,Gudhari,256365,Gudhari,201,201
567,Bhandara,Sakoli,Gudhari,256367,Sarati,152,152
568,Bhandara,Sakoli,Jambhali,256370,Jambhali,449,292
569,Bhandara,Sakoli,Jambhali Khamba,256344,Jambhali Khamba,424,303
570,Bhandara,Sakoli,Katangdhara,256413,Katangdhara,206,206
571,Bhandara,Sakoli,Katangdhara,256414,Nyaharwani,63,63
572,Bhandara,Sakoli,Kesalwada,256411,Kesalwada,148,148
573,Bhandara,Sakoli,Khairi,256360,Amgaon Kh.,160,102
574,Bhandara,Sakoli,Khairi,256357,Khairi,133,133
575,Bhandara,Sakoli,Khairi,256359,Pitezari,166,166
576,Bhandara,Sakoli,Khairi,256358,Walmazari,209,209
577,Bhandara,Sakoli,Khamba,256421,Khamba,441,307
578,Bhandara,Sakoli,Khamba,256422,Rengepar,187,33
579,Bhandara,Sakoli,Khandala,256403,Khandala,610,328
580,Bhandara,Sakoli,Kinhi,256373,Kinhi,560,560
581,Bhandara,Sakoli,Kinhi (ekodi),256364,Kinhi(ekodi),926,554
582,Bhandara,Sakoli,Kumbhali,256386,Kumbhali,644,527
583,Bhandara,Sakoli,Lawari,256424,Lawari,891,891
584,Bhandara,Sakoli,Mahalgaon,256398,Mahalgaon,498,498
585,Bhandara,Sakoli,Malutola,256423,Malutola,320,320
586,Bhandara,Sakoli,Mohgata,256353,Mohgata,209,36
587,Bhandara,Sakoli,Mokhe,256374,Mokhe,233,233
588,Bhandara,Sakoli,Mokhe,256375,Sitepar,105,105
589,Bhandara,Sakoli,Mundipar,256385,Mundipar,296,229
590,Bhandara,Sakoli,Nilaj,256399,Nilaj,382,382
591,Bhandara,Sakoli,Palasgaon,256401,Palasgaon,960,815
592,Bhandara,Sakoli,Palaspani,256351,Nipiyartola,76,76
593,Bhandara,Sakoli,Palaspani,256350,Palaspani,379,379
594,Bhandara,Sakoli,Papala (bk.),256409,Papala Bk.,290,290
595,Bhandara,Sakoli,Parastola,256362,Parastola,287,64
596,Bhandara,Sakoli,Parsodi,256390,Parsodi,1012,1002
597,Bhandara,Sakoli,Pathari,256377,Jamanapur,621,621
598,Bhandara,Sakoli,Pathari,256378,Khairlanji,164,164
599,Bhandara,Sakoli,Pathari,256376,Pathari,240,240
600,Bhandara,Sakoli,Pindkepar,256371,Pindkepar,858,858
601,Bhandara,Sakoli,Sakara,256402,Sakara,270,270
602,Bhandara,Sakoli,Sakara,604216,Watetekar,23,17
603,Bhandara,Sakoli,Salebardi,256417,Salebardi,212,164
604,Bhandara,Sakoli,Salebardi,256418,Yetgaon,78,78
605,Bhandara,Sakoli,Sangadi,256419,Sangadi,1727,1560
606,Bhandara,Sakoli,Sangaon,256412,Sangaon,155,107
607,Bhandara,Sakoli,Sasara,256415,Sasara,1077,1016
608,Bhandara,Sakoli,Satalwada,256355,Satalwada,404,404
609,Bhandara,Sakoli,Sawarbandh,256354,Sawarbandh,567,220
610,Bhandara,Sakoli,Siregaontola,256420,Siregaontola,148,148
611,Bhandara,Sakoli,Sivanibandh,256404,Sivanibandh,363,198
612,Bhandara,Sakoli,Sonpuri,256368,Sonpuri,234,57
613,Bhandara,Sakoli,Sukali,256397,Sukali,385,331
614,Bhandara,Sakoli,Tudmapuri,256372,Tudmapuri,392,200
615,Bhandara,Sakoli,Ukara,256380,Ukara,172,143
616,Bhandara,Sakoli,Umari,256391,Umari,942,750
617,Bhandara,Sakoli,Umarzari,256343,Ategaon,153,95
618,Bhandara,Sakoli,Umarzari,256342,Umarzari,213,144
619,Bhandara,Sakoli,Usgaon,256349,Sonegaon,126,126
620,Bhandara,Sakoli,Usgaon,256348,Usgaon,285,285
621,Bhandara,Sakoli,Vihirgaon Buradya,256416,Vihirgaon,363,348
622,Bhandara,Sakoli,Wadad,256396,Wadad,1298,628
623,Bhandara,Sakoli,Wadegaon,256356,Wadegaon,442,223
624,Bhandara,Sakoli,Wangi,256406,Wangi,403,403
625,Bhandara,Sakoli,Wirshi,256379,Wirshi,658,658
626,Bhandara,Sakoli,Yekodi,256363,Yekodi,659,553
627,Bhandara,Sakoli,Zadgaon,256410,Papala Kh.,77,77
628,Bhandara,Sakoli,Zadgaon,256405,Zadgaon,148,21
629,Bhandara,Tumsar,Alesur,593098,Alesur,368,301
630,Bhandara,Tumsar,Alesur,256044,Gonditola,232,114
631,Bhandara,Tumsar,Alesur,256046,Khapa (lendezari),94,94
632,Bhandara,Tumsar,Alesur,256043,Vitpur,90,68
633,Bhandara,Tumsar,Ambagad,255988,Ambagad,602,602
634,Bhandara,Tumsar,Ambagad,255989,Dawezari,86,21
635,Bhandara,Tumsar,Ambagad,255990,Rampur Hamesha,226,123
636,Bhandara,Tumsar,Asalpani,256037,Asalpani,165,165
637,Bhandara,Tumsar,Asalpani,256038,Garkabhonga,34,5
638,Bhandara,Tumsar,Asalpani,256040,Karli,89,3
639,Bhandara,Tumsar,Asalpani,256039,Mothagaon,107,107
640,Bhandara,Tumsar,Ashti,256055,Ashti,1072,622
641,Bhandara,Tumsar,Balapur Hamesha,256054,Balapur Hamesha,334,334
642,Bhandara,Tumsar,Bamhani,255998,Bramhani,335,335
643,Bhandara,Tumsar,Bapera (a),256018,Bapera (Ambagad),294,294
644,Bhandara,Tumsar,Bapera (si),256072,Bapera (Sihora),677,677
645,Bhandara,Tumsar,Binaki,593096,Binakhi,270,228
646,Bhandara,Tumsar,Borgaon,256081,Borgaon,265,265
647,Bhandara,Tumsar,Bori,256002,Bori,538,399
648,Bhandara,Tumsar,Chandpur,256112,Chandpur,296,296
649,Bhandara,Tumsar,Chargaon,255994,Chargaon,274,274
650,Bhandara,Tumsar,Chicholi,256118,Bhondki,43,43
651,Bhandara,Tumsar,Chicholi,256117,Chicholi,520,43
652,Bhandara,Tumsar,Chikhala,256106,Chikhala,1010,1000
653,Bhandara,Tumsar,Chikhali,256041,Chikhali (Kamkasur),311,187
654,Bhandara,Tumsar,Chulhad,256067,Chulhad,1284,1142
655,Bhandara,Tumsar,Chulhardoh,256120,Agri,63,54
656,Bhandara,Tumsar,Chulhardoh,256119,Chulhardoh,89,53
657,Bhandara,Tumsar,Dawezari,256085,Dawezari (Dhanegaon),454,106
658,Bhandara,Tumsar,Deonara,256051,Deonara,113,57
659,Bhandara,Tumsar,Deonara,256052,Gowaritola,298,95
660,Bhandara,Tumsar,Deorideo,256068,Deorideo,231,39
661,Bhandara,Tumsar,Deosarra,256073,Deosarra,298,298
662,Bhandara,Tumsar,Dewhadi,255993,Dewhadi,2217,2154
663,Bhandara,Tumsar,Dhanegaon,256080,Dhanegaon,247,247
664,Bhandara,Tumsar,Dhorwada,255996,Dhorwada,286,71
665,Bhandara,Tumsar,Dhutera,256063,Dhutera,306,306
666,Bhandara,Tumsar,Dhutera,256064,Hirapur Hamesha,160,44
667,Bhandara,Tumsar,Dhutera,256066,Mohagaon Khurd,69,1
668,Bhandara,Tumsar,Dhutera,256065,Sakkardara,253,66
669,Bhandara,Tumsar,Dongari Bk.,256048,Bajartola,712,223
670,Bhandara,Tumsar,Dongari Bk.,256047,Dongari Bk.,439,340
671,Bhandara,Tumsar,Dongarla,256093,Dongarla,461,461
672,Bhandara,Tumsar,Garra,256036,Garra,793,793
673,Bhandara,Tumsar,Gobarwahi,256116,Gobarwahi,647,621
674,Bhandara,Tumsar,Gondekhari,256071,Gondekhari,297,297
675,Bhandara,Tumsar,Gonditola,256074,Gonditola,478,478
676,Bhandara,Tumsar,Gudri Kh.,256111,Dhamlewada,39,39
677,Bhandara,Tumsar,Gudri Kh.,256108,Gudru Kh.,99,21
678,Bhandara,Tumsar,Gudri Kh.,256109,Khandal,98,98
679,Bhandara,Tumsar,Gudri Kh.,256110,Sodipur,84,67
680,Bhandara,Tumsar,Hardoli (a),256017,Hardoli (Ambagad),314,314
681,Bhandara,Tumsar,Hardoli (si),256099,Hardoli (Sihora),420,400
682,Bhandara,Tumsar,Hasara,256005,Hasara,661,533
683,Bhandara,Tumsar,Hingna,256006,Hingana,258,245
684,Bhandara,Tumsar,Karkapur,256094,Karkapur,310,296
685,Bhandara,Tumsar,Kawalewada,256062,Kawalewada,412,412
686,Bhandara,Tumsar,Khairlanji (dongarla),256101,Khairlanji (dongarla),171,109
687,Bhandara,Tumsar,Khapa,256004,Khapa(Tumsar),673,43
688,Bhandara,Tumsar,Kharbi,256012,Kharbi,425,425
689,Bhandara,Tumsar,Koshti,255999,Koshti,156,156
690,Bhandara,Tumsar,Koshti,256000,Shiwani,135,135
691,Bhandara,Tumsar,Kurmuda,256053,Kurmuda,289,289
692,Bhandara,Tumsar,Lendezari,256031,Lawada,123,105
693,Bhandara,Tumsar,Lendezari,256029,Lendezari,185,63
694,Bhandara,Tumsar,Lendezari,256030,Mangarli,117,91
695,Bhandara,Tumsar,Lendezari,256032,Pangadi,14,14
696,Bhandara,Tumsar,Lobhi,256056,Lobhi,677,603
697,Bhandara,Tumsar,Lohara,256021,Lohara,468,385
698,Bhandara,Tumsar,Machhera,256087,Machhera,251,251
699,Bhandara,Tumsar,Madagi,255997,Madagi (dewhadi),874,874
700,Bhandara,Tumsar,Mahalgaon,256078,Bramhantola,123,123
701,Bhandara,Tumsar,Mahalgaon,256077,Mahalgaon,225,225
702,Bhandara,Tumsar,Mandhal,256010,Mandhal,494,494
703,Bhandara,Tumsar,Mandhal,256011,Panjara,140,123
704,Bhandara,Tumsar,Mandwi (dhabale),256104,Mandwi (dhabale),235,235
705,Bhandara,Tumsar,Mangali (si.),256069,Mangali (si.),210,210
706,Bhandara,Tumsar,Mangali(d),256015,Mangali(d),358,358
707,Bhandara,Tumsar,Mehegaon,256007,Mehegaon,275,191
708,Bhandara,Tumsar,Mitewani,256016,Mitewani,698,241
709,Bhandara,Tumsar,Mohadi Khapa,256075,Mohadi Khapa,395,395
710,Bhandara,Tumsar,Mohagaon,256098,Mohagaon (khadan),385,241
711,Bhandara,Tumsar,Murali,256083,Murali,180,180
712,Bhandara,Tumsar,Nakadongari,256060,Naka Dongari,865,642
713,Bhandara,Tumsar,Navargaon,256003,Navargaon (tumsar),192,192
714,Bhandara,Tumsar,Pachara,255992,Nawegaon,62,8
715,Bhandara,Tumsar,Pachara,255991,Pachara,207,105
716,Bhandara,Tumsar,Panjara,256102,Panjara (rengepar),119,119
717,Bhandara,Tumsar,Panjara,256103,Rengepar (panjara),246,246
718,Bhandara,Tumsar,Paraswada (dewhadi),256013,Paraswada (dewhadi),284,116
719,Bhandara,Tumsar,Paraswada (sihora),256105,Paraswada (sihora),275,275
720,Bhandara,Tumsar,Pathari,256061,Pathari,631,508
721,Bhandara,Tumsar,Pawanara,256020,Pawanara,289,40
722,Bhandara,Tumsar,Pawanarkhari,256059,Chandmara,140,109
723,Bhandara,Tumsar,Pawanarkhari,256057,Pawanar Khari,277,103
724,Bhandara,Tumsar,Pawanarkhari,256058,Pawanarkhari Hamesha,175,55
725,Bhandara,Tumsar,Pipari Chunni,256089,Pipari Chunni,403,403
726,Bhandara,Tumsar,Pipari Chunni,256090,Wangi,41,41
727,Bhandara,Tumsar,Pipariya,256026,Gaimukh,87,43
728,Bhandara,Tumsar,Pipariya,256027,Gowaritola,194,11
729,Bhandara,Tumsar,Pipariya,256025,Pipariya,260,143
730,Bhandara,Tumsar,Pipariya,256028,Sonpuri,24,22
731,Bhandara,Tumsar,Pipra,256008,Pipra (sakhali),277,277
732,Bhandara,Tumsar,Pipra,603811,Zanzeria,1,1
733,Bhandara,Tumsar,Rajapur,256107,Rajapur,610,462
734,Bhandara,Tumsar,Ranera,256091,Ranera,175,166
735,Bhandara,Tumsar,Rongha,256033,Rongha,609,209
736,Bhandara,Tumsar,Rupera,256086,Rupera,244,244
737,Bhandara,Tumsar,Sakhadi,256019,Sakhadi,445,445
738,Bhandara,Tumsar,Sihora,256079,Sihora,1347,994
739,Bhandara,Tumsar,Silegaon,256097,Silegaon,772,372
740,Bhandara,Tumsar,Sindpuri,256084,Sindpuri,462,462
741,Bhandara,Tumsar,Sitasawangi,256115,Sitasawangi,890,540
742,Bhandara,Tumsar,Sitepar,256100,Sitepar (khairlanji),154,154
743,Bhandara,Tumsar,Sondya,256076,Sondya,286,145
744,Bhandara,Tumsar,Sonegaon,256082,Sonegaon,370,370
745,Bhandara,Tumsar,Sorna,256023,Lanzera,163,143
746,Bhandara,Tumsar,Sorna,256024,Mandekasa,2,0
747,Bhandara,Tumsar,Sorna,256022,Sorna,149,127
748,Bhandara,Tumsar,Station Toli,256001,Stationtoli,340,205
749,Bhandara,Tumsar,Sukali,255995,Sukali,545,545
750,Bhandara,Tumsar,Sukali (nak),256070,Sukali (nak),296,296
751,Bhandara,Tumsar,Susurdoh (punarvasan),256035,Kamkasur,40,1
752,Bhandara,Tumsar,Susurdoh (punarvasan),606108,Sitekasa,57,57
753,Bhandara,Tumsar,Susurdoh (punarvasan),256034,Susurdoh (punarvsan),135,135
754,Bhandara,Tumsar,Tamaswadi,256096,Tamaswadi (umarwada),327,134
755,Bhandara,Tumsar,Temani,256114,Khapa Mohadi,8,4
756,Bhandara,Tumsar,Temani,256113,Temani,319,79
757,Bhandara,Tumsar,Tudka,256014,Tamaswadi (tudka),198,94
758,Bhandara,Tumsar,Tudka,606109,Tudka,235,185
759,Bhandara,Tumsar,Umarwada,256095,Umar Wada,454,454
760,Bhandara,Tumsar,Wahani,256088,Wahani,407,407
761,Bhandara,Tumsar,Warpindakepar,256121,Warpindakepar,208,161
762,Bhandara,Tumsar,Yedarbuchi,256050,Sundartola,212,36
763,Bhandara,Tumsar,Yedarbuchi,256049,Yedarbuchi,216,216
764,Bhandara,Tumsar,Yerli,256092,Yerli,771,771
765,Bhandara,Tumsar,Zarli,256009,Zarli,146,146
